"G","X","id","cluster","period","Y","treat"
3,0.0558075441080487,79,12,2,2.97352671059716,1
3,0.0558075441080487,79,12,3,4.35287563953243,1
3,0.0558075441080487,79,12,4,9.07672393591771,1
3,-0.0415687383185675,80,48,1,4.74113643735818,1
3,-0.0415687383185675,80,48,2,6.64004536974792,1
3,-0.0415687383185675,80,48,3,8.95621006239197,1
3,-0.0415687383185675,80,48,4,10.1411813222131,1
4,-0.363549719684097,81,31,1,5.82749315692864,1
4,-0.363549719684097,81,31,2,6.11414211276708,1
4,-0.363549719684097,81,31,3,8.21265694905838,1
4,-0.363549719684097,81,31,4,8.59312504877324,1
2,-1.39899495938502,83,31,1,-1.94085763623315,1
2,-1.39899495938502,83,31,2,-1.08539918408348,1
2,-1.39899495938502,83,31,3,-0.102261942724954,1
2,-1.39899495938502,83,31,4,0.230426397213094,1
2,-1.08934979165491,84,20,1,6.20244658567475,1
2,-1.08934979165491,84,20,2,6.08694105131508,1
2,-1.08934979165491,84,20,3,6.35529068915311,1
2,-1.08934979165491,84,20,4,8.71433490594081,1
4,0.654342717488567,85,29,1,4.21029184487133,1
4,0.654342717488567,85,29,2,7.83294377261499,1
4,0.654342717488567,85,29,3,8.48496302588569,1
4,0.654342717488567,85,29,4,10.8495400106715,1
3,0.370981019594041,86,35,1,1.92862079308923,1
3,0.370981019594041,86,35,2,2.59025788582941,1
3,0.370981019594041,86,35,3,6.61776357424074,1
3,0.370981019594041,86,35,4,6.93495480582035,1
4,0.425439792422639,87,5,1,5.09058951823122,1
4,0.425439792422639,87,5,2,6.41775295825691,1
4,0.425439792422639,87,5,3,7.86963761611693,1
4,0.425439792422639,87,5,4,11.3705522067546,1
3,1.31676203353394,88,40,1,4.83954717361757,1
3,1.31676203353394,88,40,2,5.90422723908458,1
3,1.31676203353394,88,40,3,10.0269955622976,1
3,1.31676203353394,88,40,4,12.9725029298015,1
4,1.928575539857,89,13,1,5.08254034202816,1
4,1.928575539857,89,13,2,10.0305161453107,1
4,1.928575539857,89,13,3,10.8730359088201,1
4,1.928575539857,89,13,4,12.8421616169756,1
4,1.56933756607654,90,14,1,5.28407920562045,1
4,1.56933756607654,90,14,2,5.90649887908739,1
4,1.56933756607654,90,14,3,10.1420496750273,1
4,1.56933756607654,90,14,4,11.7992033303298,1
3,-0.304154937629003,92,38,1,2.40852492447912,1
3,-0.304154937629003,92,38,2,4.86350922382064,1
3,-0.304154937629003,92,38,3,5.76650447530723,1
3,-0.304154937629003,92,38,4,7.91763234859514,1
2,-0.593329629399649,93,34,1,2.37513117958144,1
2,-0.593329629399649,93,34,2,5.50604066281511,1
2,-0.593329629399649,93,34,3,6.6288222594743,1
2,-0.593329629399649,93,34,4,6.36721053072991,1
2,1.39274788475375,95,9,1,4.43004251776005,1
2,1.39274788475375,95,9,2,7.26480450865385,1
2,1.39274788475375,95,9,3,10.2215377198409,1
2,1.39274788475375,95,9,4,13.5753359326,1
3,-0.177547550476811,97,34,1,4.97347317711313,1
3,-0.177547550476811,97,34,2,4.61641122765662,1
3,-0.177547550476811,97,34,3,7.14950571127006,1
3,-0.177547550476811,97,34,4,7.84098621878415,1
2,-1.55279872279994,98,34,1,1.66434700054097,1
2,-1.55279872279994,98,34,2,1.18961407519092,1
2,-1.55279872279994,98,34,3,1.77651453521706,1
2,-1.55279872279994,98,34,4,2.37141612595885,1
3,-0.0853640038718836,99,33,1,3.67260681697353,1
3,-0.0853640038718836,99,33,2,5.48824729270127,1
3,-0.0853640038718836,99,33,3,8.94554432462439,1
3,-0.0853640038718836,99,33,4,10.4469019428097,1
3,-0.703368432667221,100,34,1,4.10158356095159,1
3,-0.703368432667221,100,34,2,3.26063101250265,1
3,-0.703368432667221,100,34,3,6.02733667656738,1
3,-0.703368432667221,100,34,4,4.99957089241611,1
3,-0.0687334875851679,102,5,1,2.5336452366239,1
3,-0.0687334875851679,102,5,2,1.93898138539606,1
3,-0.0687334875851679,102,5,3,3.26999228523986,1
3,-0.0687334875851679,102,5,4,6.82753004946083,1
3,-0.651178643963087,103,9,1,1.18937478802132,1
3,-0.651178643963087,103,9,2,2.77751099577646,1
3,-0.651178643963087,103,9,3,4.39172624536483,1
3,-0.651178643963087,103,9,4,7.07486994167758,1
4,0.579907061584182,105,27,1,3.90385783348696,1
4,0.579907061584182,105,27,2,4.50231017689849,1
4,0.579907061584182,105,27,3,7.58791572872157,1
4,0.579907061584182,105,27,4,10.7374563063043,1
2,0.0510042392254564,106,7,1,-0.140410328061536,1
2,0.0510042392254564,106,7,2,1.08585769229167,1
2,0.0510042392254564,106,7,3,5.04765403715435,1
2,0.0510042392254564,106,7,4,7.75466595929944,1
3,-1.42015647809968,107,43,1,0.738939698961775,1
3,-1.42015647809968,107,43,2,-0.90584914549549,1
3,-1.42015647809968,107,43,3,1.04859722143888,1
3,-1.42015647809968,107,43,4,1.1260326918024,1
3,0.534455267569824,108,44,1,5.8972315559061,1
3,0.534455267569824,108,44,2,5.85290214005565,1
3,0.534455267569824,108,44,3,9.62660854328399,1
3,0.534455267569824,108,44,4,12.6013533591466,1
3,1.35372871002875,109,32,1,5.38784508246317,1
3,1.35372871002875,109,32,2,8.09768407318403,1
3,1.35372871002875,109,32,3,10.0026152787707,1
3,1.35372871002875,109,32,4,13.878738553205,1
2,-1.45786687089452,110,43,1,0.142276393561975,1
2,-1.45786687089452,110,43,2,-0.572932040339158,1
2,-1.45786687089452,110,43,3,1.92050328929821,1
2,-1.45786687089452,110,43,4,1.55257479316237,1
3,0.755466084867213,111,25,1,4.42881374477311,1
3,0.755466084867213,111,25,2,6.24391283224736,1
3,0.755466084867213,111,25,3,10.0165767584289,1
3,0.755466084867213,111,25,4,11.6477662944616,1
2,-0.149297260770765,112,34,1,1.007149934795,1
2,-0.149297260770765,112,34,2,3.93988812303843,1
2,-0.149297260770765,112,34,3,6.51524661347796,1
2,-0.149297260770765,112,34,4,7.78796008883332,1
3,-0.405137283591161,113,47,1,6.13179799690998,1
3,-0.405137283591161,113,47,2,5.2437770015033,1
3,-0.405137283591161,113,47,3,5.76374797061407,1
3,-0.405137283591161,113,47,4,8.55116079484516,1
2,-1.28511563809022,114,49,1,-1.088401672864,1
2,-1.28511563809022,114,49,2,-0.772736008316574,1
2,-1.28511563809022,114,49,3,2.1920454777116,1
2,-1.28511563809022,114,49,4,2.68992084010377,1
3,1.5231213869488,115,26,1,7.67591578397721,1
3,1.5231213869488,115,26,2,7.92440882348437,1
3,1.5231213869488,115,26,3,13.8903822503948,1
3,1.5231213869488,115,26,4,16.3057688149731,1
4,-0.31944963380702,116,44,1,0.839139506010665,1
4,-0.31944963380702,116,44,2,3.25190289085692,1
4,-0.31944963380702,116,44,3,3.71904981579994,1
4,-0.31944963380702,116,44,4,3.77150060641066,1
2,-0.716576364515301,117,32,1,4.46725729905829,1
2,-0.716576364515301,117,32,2,6.03626128158748,1
2,-0.716576364515301,117,32,3,7.09164138004464,1
2,-0.716576364515301,117,32,4,9.05988643689004,1
2,0.324004857095483,118,13,1,6.29184130189138,1
2,0.324004857095483,118,13,2,8.76581746953485,1
2,0.324004857095483,118,13,3,11.7822750041274,1
2,0.324004857095483,118,13,4,14.1508532990746,1
2,0.110172113859872,119,44,1,3.66659722570088,1
2,0.110172113859872,119,44,2,5.20155488227071,1
2,0.110172113859872,119,44,3,7.48095073315985,1
2,0.110172113859872,119,44,4,11.0600057793823,1
3,0.473815446953749,120,43,1,4.49538852562771,1
3,0.473815446953749,120,43,2,7.00086709294344,1
3,0.473815446953749,120,43,3,8.74866555555709,1
3,0.473815446953749,120,43,4,11.9008011964425,1
2,0.870492654564034,124,29,1,4.71734289281014,1
2,0.870492654564034,124,29,2,7.88970829946316,1
2,0.870492654564034,124,29,3,11.4273263347069,1
2,0.870492654564034,124,29,4,12.9158261698735,1
4,0.751858347301189,126,44,1,3.47532019198605,1
4,0.751858347301189,126,44,2,6.66980571503895,1
4,0.751858347301189,126,44,3,7.45329497588569,1
4,0.751858347301189,126,44,4,11.7090655535904,1
3,0.14524785050698,128,12,1,0.219235042076225,1
3,0.14524785050698,128,12,2,0.327460261600401,1
3,0.14524785050698,128,12,3,3.22144515563114,1
3,0.14524785050698,128,12,4,6.4405657759847,1
3,0.28475309266605,133,32,1,0.463871158553762,1
3,0.28475309266605,133,32,2,1.94266149412716,1
3,0.28475309266605,133,32,3,3.91467631400089,1
3,0.28475309266605,133,32,4,7.87549361893353,1
2,1.27676334579835,134,15,1,3.87472439226511,1
2,1.27676334579835,134,15,2,7.73362117658636,1
2,1.27676334579835,134,15,3,10.0805089012877,1
2,1.27676334579835,134,15,4,11.8198742671472,1
2,-0.294411810484522,135,49,1,5.84092080552501,1
2,-0.294411810484522,135,49,2,4.21476387212729,1
2,-0.294411810484522,135,49,3,6.14885950669649,1
2,-0.294411810484522,135,49,4,8.26282691915451,1
4,1.59932685850005,140,8,1,2.12467075942224,1
4,1.59932685850005,140,8,2,4.68202703445466,1
4,1.59932685850005,140,8,3,5.89081274401425,1
4,1.59932685850005,140,8,4,12.4279781873708,1
4,-0.616764872046506,142,18,1,0.773331031107613,1
4,-0.616764872046506,142,18,2,0.8040222492458,1
4,-0.616764872046506,142,18,3,-0.137283458906558,1
4,-0.616764872046506,142,18,4,2.75125212206293,1
2,-0.196470909037753,143,43,1,2.70066028863896,1
2,-0.196470909037753,143,43,2,4.44237511554062,1
2,-0.196470909037753,143,43,3,7.64134638990081,1
2,-0.196470909037753,143,43,4,9.48659477026255,1
2,-0.367146182581285,144,9,1,2.81415621715954,1
2,-0.367146182581285,144,9,2,2.60892789471692,1
2,-0.367146182581285,144,9,3,2.89202484246935,1
2,-0.367146182581285,144,9,4,6.5896669289344,1
3,0.101356174116718,145,41,1,-0.00911210619739933,1
3,0.101356174116718,145,41,2,1.61246411887365,1
3,0.101356174116718,145,41,3,4.42370863101833,1
3,0.101356174116718,145,41,4,5.94911878152715,1
2,1.00709370596605,147,5,1,4.10714145474325,1
2,1.00709370596605,147,5,2,6.36309664516225,1
2,1.00709370596605,147,5,3,8.64633984305115,1
2,1.00709370596605,147,5,4,10.6693180030408,1
3,1.12776802329879,148,20,1,4.93597280334023,1
3,1.12776802329879,148,20,2,8.20844080598545,1
3,1.12776802329879,148,20,3,11.4733074150673,1
3,1.12776802329879,148,20,4,14.1425956657612,1
3,-0.85808957135775,149,9,1,-0.341148075823662,1
3,-0.85808957135775,149,9,2,-0.227417219122616,1
3,-0.85808957135775,149,9,3,0.770134993431771,1
3,-0.85808957135775,149,9,4,2.44671702799248,1
2,-1.78162188428057,150,20,1,-0.928798355454852,1
2,-1.78162188428057,150,20,2,-0.175529246762094,1
2,-1.78162188428057,150,20,3,0.694148670871265,1
2,-1.78162188428057,150,20,4,0.78135487587335,1
3,0.772721779310316,151,32,1,3.83068236533276,1
3,0.772721779310316,151,32,2,5.23905772868438,1
3,0.772721779310316,151,32,3,8.0357782165457,1
3,0.772721779310316,151,32,4,9.87721547650425,1
4,0.43216955945839,152,32,1,1.36270378894343,1
4,0.43216955945839,152,32,2,4.65190251511639,1
4,0.43216955945839,152,32,3,5.12550798451782,1
4,0.43216955945839,152,32,4,9.56424855327878,1
4,1.78416432627066,153,13,1,3.18576206723315,1
4,1.78416432627066,153,13,2,6.57374643288213,1
4,1.78416432627066,153,13,3,8.31311243762205,1
4,1.78416432627066,153,13,4,11.9942278911258,1
2,-0.112773916360218,154,10,1,0.286009009642133,1
2,-0.112773916360218,154,10,2,3.15913819156804,1
2,-0.112773916360218,154,10,3,4.15103601776814,1
2,-0.112773916360218,154,10,4,5.89554634382692,1
3,-2.12160258962606,155,18,1,-1.5541220490144,1
3,-2.12160258962606,155,18,2,-2.37358751078655,1
3,-2.12160258962606,155,18,3,-1.07010407529318,1
3,-2.12160258962606,155,18,4,-3.1741821553036,1
2,1.05484697936156,156,17,1,2.99412760432824,1
2,1.05484697936156,156,17,2,5.3419144092965,1
2,1.05484697936156,156,17,3,10.350941537238,1
2,1.05484697936156,156,17,4,12.1402266459668,1
2,0.711192203695977,157,5,1,3.77284068392785,1
2,0.711192203695977,157,5,2,6.09440672267717,1
2,0.711192203695977,157,5,3,9.72868896111712,1
2,0.711192203695977,157,5,4,10.2565242578798,1
3,0.529273874627379,158,24,1,1.05053383751896,1
3,0.529273874627379,158,24,2,2.94770345988139,1
3,0.529273874627379,158,24,3,6.28009364814663,1
3,0.529273874627379,158,24,4,8.38015591873578,1
2,1.51810910079033,159,26,1,6.42212598292405,1
2,1.51810910079033,159,26,2,8.37395570375486,1
2,1.51810910079033,159,26,3,13.4225481427054,1
2,1.51810910079033,159,26,4,15.4790892162576,1
2,1.42022308667865,160,46,1,4.40613024090734,1
2,1.42022308667865,160,46,2,7.65533175462833,1
2,1.42022308667865,160,46,3,9.72630880759686,1
2,1.42022308667865,160,46,4,16.0531083476027,1
3,-1.61135861177319,161,43,1,-1.1927714210077,1
3,-1.61135861177319,161,43,2,-0.923545517631569,1
3,-1.61135861177319,161,43,3,-0.49738455552532,1
3,-1.61135861177319,161,43,4,1.23658597810834,1
4,-0.158223387614161,163,42,1,2.92091433280021,1
4,-0.158223387614161,163,42,2,2.79710230395404,1
4,-0.158223387614161,163,42,3,4.00689324931232,1
4,-0.158223387614161,163,42,4,4.571838107379,1
4,0.973491381102905,164,35,1,4.10010468568774,1
4,0.973491381102905,164,35,2,5.64641710790036,1
4,0.973491381102905,164,35,3,6.86568489314327,1
4,0.973491381102905,164,35,4,10.8539626564321,1
4,-0.568072772555538,165,19,1,1.08551337607445,1
4,-0.568072772555538,165,19,2,0.775007711284641,1
4,-0.568072772555538,165,19,3,1.30745329967683,1
4,-0.568072772555538,165,19,4,1.88681757698264,1
4,1.64127295353737,166,44,1,4.99253202859145,1
4,1.64127295353737,166,44,2,6.00754592353658,1
4,1.64127295353737,166,44,3,8.74704112445202,1
4,1.64127295353737,166,44,4,13.0284215620877,1
4,-1.77646095808119,167,33,1,-2.70917469043168,1
4,-1.77646095808119,167,33,2,-2.32377554373783,1
4,-1.77646095808119,167,33,3,-2.20130227410511,1
4,-1.77646095808119,167,33,4,-1.98554120661201,1
4,0.191227968711052,168,9,1,0.437612010490945,1
4,0.191227968711052,168,9,2,3.14153011175476,1
4,0.191227968711052,168,9,3,4.43513478301189,1
4,0.191227968711052,168,9,4,4.00771024924222,1
3,1.32448656853906,169,27,1,1.10478130963968,1
3,1.32448656853906,169,27,2,5.3076429287348,1
3,1.32448656853906,169,27,3,7.4175801249147,1
3,1.32448656853906,169,27,4,11.9988067900207,1
4,2.54575230968732,170,10,1,7.21007164333356,1
4,2.54575230968732,170,10,2,12.5017216833086,1
4,2.54575230968732,170,10,3,15.1460691014513,1
4,2.54575230968732,170,10,4,19.2135271212106,1
3,-0.54535907415166,171,23,1,3.6159255965289,1
3,-0.54535907415166,171,23,2,1.50112657703906,1
3,-0.54535907415166,171,23,3,5.21956417783445,1
3,-0.54535907415166,171,23,4,6.03747162296935,1
3,0.599532140443319,173,24,1,0.042461629467635,1
3,0.599532140443319,173,24,2,1.01838575407634,1
3,0.599532140443319,173,24,3,3.70419998842997,1
3,0.599532140443319,173,24,4,7.89380906501253,1
4,0.760825496844403,176,12,1,7.05943829665152,1
4,0.760825496844403,176,12,2,8.06442907391058,1
4,0.760825496844403,176,12,3,9.27025457880192,1
4,0.760825496844403,176,12,4,11.273165572956,1
3,-1.47907107953817,177,5,1,0.192022968983812,1
3,-1.47907107953817,177,5,2,-1.72582915894877,1
3,-1.47907107953817,177,5,3,-0.696167202407221,1
3,-1.47907107953817,177,5,4,-0.143434529102043,1
4,0.833936148471605,179,18,1,-0.505733499036952,1
4,0.833936148471605,179,18,2,3.24423475199498,1
4,0.833936148471605,179,18,3,4.19782468642827,1
4,0.833936148471605,179,18,4,8.92431803609428,1
2,-0.498978341468227,180,15,1,0.228842543547372,1
2,-0.498978341468227,180,15,2,2.62608883930137,1
2,-0.498978341468227,180,15,3,3.55589044647274,1
2,-0.498978341468227,180,15,4,5.50890801248407,1
4,1.83619300276112,182,6,1,6.8934335643855,1
4,1.83619300276112,182,6,2,6.38763969434977,1
4,1.83619300276112,182,6,3,10.8749853805173,1
4,1.83619300276112,182,6,4,15.5731714537592,1
